"Date","Price","Open","High","Low","Change %"
"Nov 21, 2014","117.81","118.18","118.38","117.33","-0.35%"
"Nov 20, 2014","118.22","117.94","118.97","117.72","0.20%"
"Nov 19, 2014","117.98","116.86","118.06","116.81","0.95%"
"Nov 18, 2014","116.87","116.64","117.04","116.34","0.19%"
"Nov 17, 2014","116.65","116.36","117.05","115.44","0.32%"
"Nov 14, 2014","116.28","115.76","116.83","115.71","0.46%"
"Nov 13, 2014","115.75","115.47","115.89","115.30","0.23%"
"Nov 12, 2014","115.48","115.76","116.02","114.88","-0.26%"
"Nov 11, 2014","115.78","114.85","116.10","114.61","0.80%"
"Nov 10, 2014","114.86","114.47","114.92","113.84","0.28%"
"Nov 07, 2014","114.54","115.20","115.47","114.23","-0.58%"
"Nov 06, 2014","115.21","114.64","115.50","114.11","0.50%"
"Nov 05, 2014","114.64","113.58","114.86","113.39","0.92%"
"Nov 04, 2014","113.60","114.04","114.06","113.15","-0.39%"
"Nov 03, 2014","114.05","112.46","114.22","112.41","1.53%"
"Oct 31, 2014","112.33","109.21","112.50","109.15","2.86%"
"Oct 30, 2014","109.21","108.87","109.47","108.73","0.29%"
"Oct 29, 2014","108.89","108.14","108.97","107.92","0.67%"
"Oct 28, 2014","108.16","107.81","108.19","107.68","0.32%"
"Oct 27, 2014","107.81","108.12","108.38","107.58","-0.32%"
"Oct 24, 2014","108.16","108.26","108.33","107.77","-0.10%"
"Oct 23, 2014","108.27","107.13","108.36","107.08","1.05%"
"Oct 22, 2014","107.14","107.00","107.39","106.75","0.13%"
"Oct 21, 2014","107.00","106.94","107.05","106.22","0.05%"
"Oct 20, 2014","106.95","106.96","107.41","106.76","0.07%"
"Oct 17, 2014","106.88","106.30","106.94","106.11","0.52%"
"Oct 16, 2014","106.33","105.90","106.47","105.49","0.39%"
"Oct 15, 2014","105.92","107.05","107.52","105.18","-1.06%"
"Oct 14, 2014","107.06","106.82","107.33","106.65","0.19%"
"Oct 13, 2014","106.86","107.60","107.66","106.76","-0.75%"
"Oct 10, 2014","107.67","107.83","108.17","107.60","-0.16%"
"Oct 09, 2014","107.84","108.06","108.32","107.50","-0.22%"
"Oct 08, 2014","108.08","108.03","108.73","107.74","0.05%"
"Oct 07, 2014","108.03","108.78","109.25","107.81","-0.71%"
"Oct 06, 2014","108.80","109.75","109.87","108.64","-0.88%"
"Oct 03, 2014","109.77","108.40","109.92","108.32","1.25%"
"Oct 02, 2014","108.42","108.88","109.14","107.99","-0.43%"
"Oct 01, 2014","108.89","109.63","110.11","108.84","-0.70%"
"Sep 30, 2014","109.66","109.48","109.86","109.16","0.16%"
"Sep 29, 2014","109.48","109.16","109.77","109.11","0.18%"
"Sep 26, 2014","109.28","108.75","109.53","108.45","0.49%"
"Sep 25, 2014","108.75","109.02","109.39","108.49","-0.26%"
"Sep 24, 2014","109.03","108.88","109.17","108.43","0.13%"
"Sep 23, 2014","108.89","108.81","109.00","108.24","0.05%"
"Sep 22, 2014","108.84","109.04","109.19","108.64","-0.19%"
"Sep 19, 2014","109.05","108.65","109.48","108.57","0.31%"
"Sep 18, 2014","108.71","108.37","108.98","108.29","0.30%"
"Sep 17, 2014","108.39","107.13","108.40","107.07","1.19%"
"Sep 16, 2014","107.12","107.16","107.33","106.79","-0.05%"
"Sep 15, 2014","107.17","107.25","107.38","106.99","-0.15%"
"Sep 12, 2014","107.33","107.10","107.41","106.94","0.21%"
"Sep 11, 2014","107.11","106.84","107.20","106.62","0.25%"
"Sep 10, 2014","106.84","106.17","106.91","106.01","0.61%"
"Sep 09, 2014","106.19","106.02","106.48","105.91","0.15%"
"Sep 08, 2014","106.03","105.07","106.09","104.90","0.88%"
"Sep 05, 2014","105.10","105.24","105.72","104.67","-0.16%"
"Sep 04, 2014","105.27","104.78","105.37","104.74","0.44%"
"Sep 03, 2014","104.81","105.09","105.31","104.72","-0.26%"
"Sep 02, 2014","105.08","104.35","105.20","104.27","0.69%"
"Sep 01, 2014","104.36","104.03","104.36","104.03","0.27%"
"Aug 29, 2014","104.08","103.71","104.14","103.62","0.35%"
"Aug 28, 2014","103.72","103.87","103.94","103.53","-0.13%"
"Aug 27, 2014","103.86","104.07","104.17","103.75","-0.20%"
"Aug 26, 2014","104.07","104.04","104.19","103.72","0.01%"
"Aug 25, 2014","104.06","104.40","104.45","103.84","0.12%"
"Aug 22, 2014","103.94","103.84","104.20","103.48","0.11%"
"Aug 21, 2014","103.83","103.75","103.97","103.58","0.08%"
"Aug 20, 2014","103.75","102.90","103.86","102.86","0.82%"
"Aug 19, 2014","102.91","102.56","102.94","102.50","0.33%"
"Aug 18, 2014","102.57","102.20","102.60","102.15","0.21%"
"Aug 15, 2014","102.36","102.43","102.73","102.12","-0.08%"
"Aug 14, 2014","102.44","102.43","102.67","102.28","0.01%"
"Aug 13, 2014","102.43","102.25","102.56","102.20","0.17%"
"Aug 12, 2014","102.26","102.17","102.37","102.06","0.07%"
"Aug 11, 2014","102.19","102.05","102.23","101.99","0.13%"
"Aug 08, 2014","102.06","102.09","102.16","101.49","-0.05%"
"Aug 07, 2014","102.11","102.09","102.47","101.97","0.00%"
"Aug 06, 2014","102.11","102.57","102.66","101.77","-0.47%"
"Aug 05, 2014","102.59","102.56","102.92","102.43","0.00%"
"Aug 04, 2014","102.59","102.57","102.75","102.38","-0.04%"
"Aug 01, 2014","102.63","102.78","103.04","102.32","-0.17%"
"Jul 31, 2014","102.80","102.78","103.00","102.69","0.00%"
"Jul 30, 2014","102.80","102.12","103.09","102.00","0.66%"
"Jul 29, 2014","102.13","101.83","102.17","101.79","0.27%"
"Jul 28, 2014","101.86","101.74","101.91","101.72","0.02%"
"Jul 25, 2014","101.84","101.81","101.95","101.68","0.03%"
"Jul 24, 2014","101.81","101.46","101.86","101.38","0.33%"
"Jul 23, 2014","101.48","101.45","101.56","101.29","0.01%"
"Jul 22, 2014","101.47","101.37","101.61","101.30","0.07%"
"Jul 21, 2014","101.40","101.38","101.40","101.16","0.07%"
"Jul 18, 2014","101.33","101.17","101.45","101.08","0.16%"
"Jul 17, 2014","101.17","101.65","101.72","101.12","-0.50%"
"Jul 16, 2014","101.68","101.66","101.80","101.61","-0.01%"
"Jul 15, 2014","101.69","101.53","101.75","101.42","0.14%"
"Jul 14, 2014","101.55","101.37","101.64","101.30","0.17%"
"Jul 11, 2014","101.38","101.33","101.41","101.19","0.05%"
"Jul 10, 2014","101.33","101.62","101.69","101.04","-0.30%"
"Jul 09, 2014","101.64","101.56","101.86","101.42","0.06%"
"Jul 08, 2014","101.58","101.84","101.90","101.46","-0.26%"
"Jul 07, 2014","101.84","102.03","102.22","101.76","-0.27%"
"Jul 04, 2014","102.12","102.18","102.24","101.94","-0.07%"
"Jul 03, 2014","102.19","101.75","102.27","101.73","0.39%"
"Jul 02, 2014","101.79","101.52","101.86","101.38","0.26%"
"Jul 01, 2014","101.53","101.32","101.59","101.26","0.20%"
"Jun 30, 2014","101.33","101.42","101.50","101.21","-0.05%"
"Jun 27, 2014","101.38","101.72","101.75","101.29","-0.34%"
"Jun 26, 2014","101.73","101.86","101.86","101.47","-0.15%"
"Jun 25, 2014","101.88","101.97","101.98","101.60","-0.09%"
"Jun 24, 2014","101.97","101.93","102.17","101.78","0.02%"
"Jun 23, 2014","101.95","102.08","102.15","101.78","-0.13%"
"Jun 20, 2014","102.08","101.94","102.20","101.78","0.14%"
"Jun 19, 2014","101.94","101.91","102.03","101.71","0.02%"
"Jun 18, 2014","101.92","102.14","102.33","101.86","-0.22%"
"Jun 17, 2014","102.14","101.83","102.25","101.78","0.29%"
"Jun 16, 2014","101.84","102.03","102.11","101.69","-0.23%"
"Jun 13, 2014","102.07","101.71","102.15","101.63","0.34%"
"Jun 12, 2014","101.72","102.06","102.17","101.57","-0.35%"
"Jun 11, 2014","102.08","102.33","102.41","101.84","-0.27%"
"Jun 10, 2014","102.36","102.52","102.58","102.19","-0.17%"
"Jun 09, 2014","102.53","102.45","102.66","102.35","0.05%"
"Jun 06, 2014","102.48","102.39","102.62","102.10","0.09%"
"Jun 05, 2014","102.39","102.74","102.78","102.32","-0.35%"
"Jun 04, 2014","102.75","102.50","102.81","102.41","0.24%"
"Jun 03, 2014","102.50","102.38","102.58","102.24","0.11%"
"Jun 02, 2014","102.39","101.81","102.50","101.72","0.60%"
"May 30, 2014","101.78","101.78","101.84","101.48","-0.02%"
"May 29, 2014","101.80","101.83","101.86","101.41","-0.04%"
"May 28, 2014","101.84","101.97","102.05","101.62","-0.15%"
"May 27, 2014","101.99","101.93","102.16","101.70","0.04%"
"May 26, 2014","101.95","101.94","102.06","101.81","-0.02%"
"May 23, 2014","101.97","101.72","102.01","101.56","0.24%"
"May 22, 2014","101.73","101.33","101.83","101.32","0.35%"
"May 21, 2014","101.38","101.31","101.64","100.80","0.05%"
"May 20, 2014","101.33","101.51","101.61","101.16","-0.18%"
"May 19, 2014","101.51","101.51","101.61","101.07","-0.01%"
"May 16, 2014","101.52","101.55","101.70","101.33","-0.06%"
"May 15, 2014","101.58","101.88","102.12","101.30","-0.30%"
"May 14, 2014","101.89","102.25","102.30","101.70","-0.36%"
"May 13, 2014","102.26","102.12","102.37","102.03","0.14%"
"May 12, 2014","102.12","101.75","102.19","101.73","0.26%"
"May 09, 2014","101.86","101.64","101.86","101.52","0.20%"
"May 08, 2014","101.66","101.90","101.97","101.44","-0.26%"
"May 07, 2014","101.92","101.67","102.00","101.40","0.23%"
"May 06, 2014","101.69","102.12","102.19","101.48","-0.44%"
"May 05, 2014","102.14","102.14","102.27","101.84","-0.05%"
"May 02, 2014","102.19","102.32","103.03","102.11","-0.15%"
"May 01, 2014","102.34","102.22","102.38","102.10","0.08%"
"Apr 30, 2014","102.26","102.61","102.68","102.02","-0.37%"
"Apr 29, 2014","102.64","102.48","102.81","102.44","0.14%"
"Apr 28, 2014","102.50","102.15","102.64","102.02","0.32%"
"Apr 25, 2014","102.17","102.29","102.52","101.94","-0.15%"
"Apr 24, 2014","102.32","102.53","102.66","102.07","-0.21%"
"Apr 23, 2014","102.54","102.61","102.70","102.15","-0.08%"
"Apr 22, 2014","102.62","102.60","102.74","102.38","0.00%"
"Apr 21, 2014","102.62","102.48","102.71","102.36","0.20%"
"Apr 18, 2014","102.42","102.37","102.59","102.34","0.03%"
"Apr 17, 2014","102.39","102.22","102.47","101.85","0.16%"
"Apr 16, 2014","102.23","101.91","102.38","101.77","0.29%"
"Apr 15, 2014","101.93","101.82","102.01","101.47","0.09%"
"Apr 14, 2014","101.84","101.55","102.03","101.39","0.23%"
"Apr 11, 2014","101.61","101.51","101.89","101.31","0.08%"
"Apr 10, 2014","101.53","101.96","102.16","101.31","-0.44%"
"Apr 09, 2014","101.98","101.78","102.17","101.70","0.17%"
"Apr 08, 2014","101.81","103.09","103.14","101.52","-1.26%"
"Apr 07, 2014","103.11","103.29","103.42","102.97","-0.16%"
"Apr 04, 2014","103.28","103.90","104.12","103.17","-0.62%"
"Apr 03, 2014","103.92","103.87","104.12","103.78","0.04%"
"Apr 02, 2014","103.88","103.63","103.95","103.56","0.23%"
"Apr 01, 2014","103.64","103.19","103.72","103.06","0.41%"
"Mar 31, 2014","103.22","102.82","103.45","102.75","0.40%"
"Mar 28, 2014","102.81","102.17","103.00","102.01","0.63%"
"Mar 27, 2014","102.17","102.06","102.44","101.71","0.12%"
"Mar 26, 2014","102.05","102.23","102.47","101.85","-0.22%"
"Mar 25, 2014","102.27","102.22","102.48","102.08","0.02%"
"Mar 24, 2014","102.25","102.23","102.66","102.09","-0.02%"
"Mar 21, 2014","102.27","102.38","102.48","101.99","-0.13%"
"Mar 20, 2014","102.40","102.30","102.56","102.17","0.06%"
"Mar 19, 2014","102.34","101.41","102.69","101.27","0.89%"
"Mar 18, 2014","101.44","101.75","101.97","101.25","-0.32%"
"Mar 17, 2014","101.77","101.32","101.88","101.23","0.40%"
"Mar 14, 2014","101.36","101.83","101.89","101.18","-0.47%"
"Mar 13, 2014","101.84","102.74","102.87","101.52","-0.90%"
"Mar 12, 2014","102.77","103.00","103.11","102.53","-0.24%"
"Mar 11, 2014","103.02","103.24","103.44","102.83","-0.24%"
"Mar 10, 2014","103.27","102.97","103.42","102.78","-0.01%"
"Mar 07, 2014","103.28","103.05","103.78","102.81","0.20%"
"Mar 06, 2014","103.07","102.29","103.17","102.24","0.74%"
"Mar 05, 2014","102.31","102.20","102.56","102.08","0.10%"
"Mar 04, 2014","102.21","101.44","102.29","101.37","0.75%"
"Mar 03, 2014","101.45","101.54","101.67","101.17","-0.35%"
"Feb 28, 2014","101.81","102.12","102.28","101.53","-0.31%"
"Feb 27, 2014","102.13","102.36","102.46","101.70","-0.24%"
"Feb 26, 2014","102.38","102.23","102.64","102.07","0.15%"
"Feb 25, 2014","102.23","102.50","102.64","101.98","-0.26%"
"Feb 24, 2014","102.50","102.53","102.70","102.14","-0.03%"
"Feb 21, 2014","102.53","102.27","102.83","102.24","0.25%"
"Feb 20, 2014","102.27","102.29","102.42","101.65","-0.06%"
"Feb 19, 2014","102.33","102.34","102.47","101.83","-0.04%"
"Feb 18, 2014","102.37","101.93","102.75","101.78","0.42%"
"Feb 17, 2014","101.94","101.80","102.00","101.37","0.14%"
"Feb 14, 2014","101.80","102.18","102.43","101.55","-0.36%"
"Feb 13, 2014","102.17","102.52","102.59","101.68","-0.35%"
"Feb 12, 2014","102.53","102.62","102.69","102.20","-0.11%"
"Feb 11, 2014","102.64","102.24","102.70","102.05","0.38%"
"Feb 10, 2014","102.25","102.28","102.66","101.97","-0.09%"
"Feb 07, 2014","102.34","102.08","102.58","101.41","0.23%"
"Feb 06, 2014","102.11","101.43","102.19","101.21","0.66%"
"Feb 05, 2014","101.44","101.64","101.77","100.77","-0.21%"
"Feb 04, 2014","101.65","100.98","101.68","100.74","0.65%"
"Feb 03, 2014","100.99","102.02","102.42","100.76","-1.02%"
"Jan 31, 2014","102.03","102.71","102.94","101.94","-0.67%"
"Jan 30, 2014","102.72","102.28","102.92","102.04","0.41%"
"Jan 29, 2014","102.30","102.94","103.46","101.83","-0.65%"
"Jan 28, 2014","102.97","102.54","103.27","102.46","0.41%"
"Jan 27, 2014","102.55","102.37","102.94","101.77","0.24%"
"Jan 24, 2014","102.30","103.24","103.59","101.98","-0.94%"
"Jan 23, 2014","103.27","104.50","104.84","102.95","-1.20%"
"Jan 22, 2014","104.52","104.28","104.58","103.95","0.19%"
"Jan 21, 2014","104.32","104.18","104.76","104.01","0.13%"
"Jan 20, 2014","104.18","104.26","104.34","103.84","-0.12%"
"Jan 17, 2014","104.31","104.33","104.50","104.17","-0.05%"
"Jan 16, 2014","104.36","104.54","104.94","104.12","-0.19%"
"Jan 15, 2014","104.56","104.20","104.69","104.06","0.33%"
"Jan 14, 2014","104.22","102.97","104.28","102.97","1.18%"
"Jan 13, 2014","103.00","104.09","104.13","102.83","-1.10%"
"Jan 10, 2014","104.15","104.83","105.12","103.82","-0.65%"
"Jan 09, 2014","104.83","104.83","105.05","104.55","-0.03%"
"Jan 08, 2014","104.86","104.58","105.12","104.56","0.23%"
"Jan 07, 2014","104.62","104.20","104.73","104.16","0.38%"
"Jan 06, 2014","104.22","104.85","104.94","103.88","-0.61%"
"Jan 03, 2014","104.86","104.78","104.87","104.05","0.09%"
"Jan 02, 2014","104.77","105.23","105.44","104.52","-0.46%"
"Jan 01, 2014","105.25","105.28","105.40","105.18","-0.06%"
"Dec 31, 2013","105.31","105.13","105.35","104.83","0.14%"
"Dec 30, 2013","105.16","105.13","105.41","104.95","-0.01%"
"Dec 27, 2013","105.17","104.79","105.18","104.62","0.34%"
"Dec 26, 2013","104.81","104.35","104.84","104.35","0.41%"
"Dec 25, 2013","104.38","104.33","104.49","104.24","0.02%"
"Dec 24, 2013","104.36","104.09","104.41","104.07","0.24%"
"Dec 23, 2013","104.11","104.08","104.12","103.75","0.03%"
"Dec 20, 2013","104.08","104.23","104.63","103.84","-0.16%"
"Dec 19, 2013","104.25","104.24","104.36","103.78","-0.03%"
"Dec 18, 2013","104.28","102.65","104.35","102.53","1.57%"
"Dec 17, 2013","102.67","103.00","103.10","102.47","-0.35%"
"Dec 16, 2013","103.03","103.19","103.32","102.62","-0.18%"
"Dec 13, 2013","103.22","103.36","103.92","102.97","-0.15%"
"Dec 12, 2013","103.38","102.41","103.43","102.35","0.92%"
"Dec 11, 2013","102.44","102.85","102.94","102.19","-0.39%"
"Dec 10, 2013","102.84","103.27","103.39","102.55","-0.43%"
"Dec 09, 2013","103.28","102.90","103.33","102.86","0.36%"
"Dec 06, 2013","102.91","101.76","102.96","101.61","1.11%"
"Dec 05, 2013","101.78","102.34","102.44","101.61","-0.57%"
"Dec 04, 2013","102.36","102.48","102.83","101.81","-0.16%"
"Dec 03, 2013","102.52","102.93","103.37","101.97","-0.42%"
"Dec 02, 2013","102.95","102.42","103.13","102.20","0.50%"
"Nov 29, 2013","102.44","102.30","102.60","102.09","0.12%"
"Nov 28, 2013","102.32","102.13","102.37","101.91","0.15%"
"Nov 27, 2013","102.17","101.26","102.19","101.16","0.86%"
"Nov 26, 2013","101.30","101.67","101.71","101.13","-0.37%"
"Nov 25, 2013","101.68","101.25","101.91","101.11","0.39%"
"Nov 22, 2013","101.28","101.15","101.35","100.92","0.12%"
"Nov 21, 2013","101.16","100.02","101.16","99.98","1.13%"
"Nov 20, 2013","100.03","100.12","100.23","99.77","-0.12%"
"Nov 19, 2013","100.15","99.97","100.25","99.55","0.15%"
"Nov 18, 2013","100.00","100.16","100.39","99.77","-0.19%"
"Nov 15, 2013","100.19","100.00","100.43","99.93","0.17%"
"Nov 14, 2013","100.02","99.22","100.15","99.11","0.78%"
"Nov 13, 2013","99.25","99.60","99.67","99.08","-0.39%"
"Nov 12, 2013","99.64","99.13","99.79","99.07","0.48%"
"Nov 11, 2013","99.16","99.16","99.30","98.89","0.08%"
"Nov 08, 2013","99.08","98.08","99.21","97.96","1.01%"
"Nov 07, 2013","98.09","98.65","99.41","97.63","-0.58%"
"Nov 06, 2013","98.66","98.49","98.75","98.38","0.16%"
"Nov 05, 2013","98.50","98.59","98.67","98.14","-0.11%"
"Nov 04, 2013","98.61","98.70","98.84","98.51","-0.08%"
"Nov 01, 2013","98.69","98.33","98.84","97.79","0.34%"
"Oct 31, 2013","98.36","98.50","98.57","98.07","-0.15%"
"Oct 30, 2013","98.51","98.17","98.67","98.05","0.33%"
"Oct 29, 2013","98.19","97.65","98.27","97.43","0.52%"
"Oct 28, 2013","97.68","97.55","97.79","97.43","0.27%"
"Oct 25, 2013","97.42","97.27","97.49","96.92","0.14%"
"Oct 24, 2013","97.28","97.37","97.61","97.15","-0.10%"
"Oct 23, 2013","97.38","98.12","98.19","97.13","-0.77%"
"Oct 22, 2013","98.14","98.17","98.48","97.86","-0.05%"
"Oct 21, 2013","98.19","97.70","98.24","97.66","0.47%"
"Oct 18, 2013","97.73","97.90","98.15","97.53","-0.18%"
"Oct 17, 2013","97.91","98.76","99.00","97.71","-0.87%"
"Oct 16, 2013","98.77","98.15","98.97","98.12","0.61%"
"Oct 15, 2013","98.17","98.55","98.70","98.07","-0.42%"
"Oct 14, 2013","98.58","98.07","98.58","98.05","0.00%"
"Oct 11, 2013","98.58","98.13","98.59","97.90","0.43%"
"Oct 10, 2013","98.16","97.33","98.27","97.30","0.84%"
"Oct 09, 2013","97.34","96.86","97.65","96.79","0.47%"
"Oct 08, 2013","96.88","96.69","97.25","96.55","0.18%"
"Oct 07, 2013","96.71","97.42","97.44","96.66","-0.78%"
"Oct 04, 2013","97.47","97.24","97.48","96.93","0.21%"
"Oct 03, 2013","97.27","97.32","97.87","96.92","-0.09%"
"Oct 02, 2013","97.36","97.97","98.08","97.12","-0.65%"
"Oct 01, 2013","98.00","98.19","98.72","97.64","-0.23%"
"Sep 30, 2013","98.23","97.92","98.46","97.48","-0.03%"
"Sep 27, 2013","98.26","98.97","99.04","98.07","-0.74%"
"Sep 26, 2013","98.99","98.44","99.13","98.24","0.56%"
"Sep 25, 2013","98.44","98.73","98.81","98.35","-0.29%"
"Sep 24, 2013","98.73","98.83","99.17","98.45","-0.11%"
"Sep 23, 2013","98.84","99.15","99.36","98.62","-0.47%"
"Sep 20, 2013","99.31","99.47","99.67","99.14","-0.14%"
"Sep 19, 2013","99.45","97.93","99.58","97.85","1.54%"
"Sep 18, 2013","97.94","99.11","99.33","97.75","-1.19%"
"Sep 17, 2013","99.12","99.04","99.38","98.97","0.04%"
"Sep 16, 2013","99.08","99.45","99.48","98.53","-0.28%"
"Sep 13, 2013","99.36","99.54","99.97","99.17","-0.19%"
"Sep 12, 2013","99.55","99.87","99.99","98.99","-0.33%"
"Sep 11, 2013","99.88","100.37","100.60","99.77","-0.53%"
"Sep 10, 2013","100.41","99.56","100.46","99.46","0.83%"
"Sep 09, 2013","99.58","99.82","100.10","99.32","0.47%"
"Sep 06, 2013","99.11","100.09","100.22","98.53","-1.01%"
"Sep 05, 2013","100.12","99.73","100.19","99.55","0.36%"
"Sep 04, 2013","99.76","99.56","99.82","99.30","0.18%"
"Sep 03, 2013","99.58","99.32","99.86","99.14","0.25%"
"Sep 02, 2013","99.33","98.34","99.42","98.25","1.18%"
"Aug 30, 2013","98.17","98.36","98.47","97.86","-0.18%"
"Aug 29, 2013","98.35","97.62","98.51","97.43","0.73%"
"Aug 28, 2013","97.64","97.01","97.83","96.83","0.63%"
"Aug 27, 2013","97.03","98.50","98.53","96.96","-1.50%"
"Aug 26, 2013","98.51","98.20","98.84","98.19","-0.24%"
"Aug 23, 2013","98.75","98.71","99.15","98.38","0.02%"
"Aug 22, 2013","98.73","97.66","98.80","97.55","1.09%"
"Aug 21, 2013","97.67","97.25","97.98","97.10","0.40%"
"Aug 20, 2013","97.28","97.55","97.86","96.88","-0.29%"
"Aug 19, 2013","97.56","97.51","98.12","97.34","0.03%"
"Aug 16, 2013","97.53","97.35","97.77","97.03","0.16%"
"Aug 15, 2013","97.37","98.11","98.64","97.09","-0.78%"
"Aug 14, 2013","98.14","98.19","98.42","97.84","-0.06%"
"Aug 13, 2013","98.20","96.88","98.34","96.83","1.33%"
"Aug 12, 2013","96.91","96.19","96.93","95.92","0.72%"
"Aug 09, 2013","96.22","96.69","96.96","96.11","-0.53%"
"Aug 08, 2013","96.73","96.31","96.93","95.79","0.42%"
"Aug 07, 2013","96.33","97.72","97.80","96.30","-1.45%"
"Aug 06, 2013","97.75","98.27","98.58","97.51","-0.57%"
"Aug 05, 2013","98.31","98.88","99.15","98.16","-0.67%"
"Aug 02, 2013","98.97","99.53","99.94","98.65","-0.58%"
"Aug 01, 2013","99.55","97.86","99.57","97.63","1.71%"
"Jul 31, 2013","97.88","98.03","98.52","97.56","-0.15%"
"Jul 30, 2013","98.03","97.93","98.46","97.74","0.08%"
"Jul 29, 2013","97.95","98.08","98.33","97.61","-0.34%"
"Jul 26, 2013","98.28","99.27","99.41","97.94","-1.03%"
"Jul 25, 2013","99.30","100.23","100.45","98.88","-0.95%"
"Jul 24, 2013","100.25","99.41","100.43","99.37","0.82%"
"Jul 23, 2013","99.43","99.65","100.18","99.13","-0.24%"
"Jul 22, 2013","99.67","100.70","100.71","99.28","-0.97%"
"Jul 19, 2013","100.65","100.40","100.86","99.83","0.23%"
"Jul 18, 2013","100.42","99.58","100.65","99.45","0.84%"
"Jul 17, 2013","99.58","99.07","99.93","99.04","0.49%"
"Jul 16, 2013","99.09","99.85","100.07","98.88","-0.77%"
"Jul 15, 2013","99.86","99.30","100.48","99.06","0.65%"
"Jul 12, 2013","99.22","98.94","99.69","98.66","0.26%"
"Jul 11, 2013","98.96","99.65","99.86","98.27","-0.71%"
"Jul 10, 2013","99.67","101.13","101.21","99.41","-1.47%"
"Jul 09, 2013","101.16","100.94","101.29","100.75","0.19%"
"Jul 08, 2013","100.97","101.17","101.53","100.77","-0.23%"
"Jul 05, 2013","101.20","100.03","101.22","99.86","1.15%"
"Jul 04, 2013","100.05","99.89","100.15","99.47","0.13%"
"Jul 03, 2013","99.92","100.61","100.85","99.24","-0.71%"
"Jul 02, 2013","100.63","99.64","100.72","99.48","0.96%"
"Jul 01, 2013","99.67","99.25","99.86","99.16","0.53%"
"Jun 28, 2013","99.14","98.33","99.45","98.33","0.79%"
"Jun 27, 2013","98.36","97.72","98.57","97.54","0.62%"
"Jun 26, 2013","97.75","97.78","98.23","97.24","-0.06%"
"Jun 25, 2013","97.81","97.70","98.05","96.96","0.08%"
"Jun 24, 2013","97.73","97.84","98.70","97.21","-0.17%"
"Jun 21, 2013","97.90","97.26","98.13","96.84","0.64%"
"Jun 20, 2013","97.28","96.45","98.28","96.19","0.84%"
"Jun 19, 2013","96.47","95.31","97.01","94.81","1.20%"
"Jun 18, 2013","95.33","94.49","95.76","94.43","0.87%"
"Jun 17, 2013","94.51","94.10","95.21","94.08","0.46%"
"Jun 14, 2013","94.08","95.35","95.81","93.99","-1.36%"
"Jun 13, 2013","95.38","96.01","96.08","93.78","-0.68%"
"Jun 12, 2013","96.03","96.01","97.02","95.13","0.00%"
"Jun 11, 2013","96.03","98.76","99.04","95.60","-2.77%"
"Jun 10, 2013","98.77","97.50","99.28","97.40","1.25%"
"Jun 07, 2013","97.55","96.98","97.75","95.02","0.61%"
"Jun 06, 2013","96.96","99.03","99.47","95.96","-2.12%"
"Jun 05, 2013","99.06","100.00","100.43","98.95","-0.97%"
"Jun 04, 2013","100.03","99.52","100.41","99.30","0.50%"
"Jun 03, 2013","99.53","100.35","100.72","98.86","-0.95%"
"May 31, 2013","100.48","100.71","101.27","100.23","-0.25%"
"May 30, 2013","100.73","101.13","101.80","100.45","-0.43%"
"May 29, 2013","101.16","102.34","102.52","100.71","-1.19%"
"May 28, 2013","102.38","100.93","102.50","100.90","1.43%"
"May 27, 2013","100.94","101.30","101.66","100.72","-0.35%"
"May 24, 2013","101.29","102.01","102.58","100.68","-0.73%"
"May 23, 2013","102.03","103.13","103.56","100.82","-1.10%"
"May 22, 2013","103.16","102.47","103.73","102.33","0.64%"
"May 21, 2013","102.50","102.24","102.88","102.06","0.22%"
"May 20, 2013","102.27","102.94","103.09","102.16","-0.91%"
"May 17, 2013","103.21","102.23","103.30","102.05","0.94%"
"May 16, 2013","102.25","102.21","102.68","101.82","0.02%"
"May 15, 2013","102.23","102.34","102.76","101.86","-0.13%"
"May 14, 2013","102.36","101.79","102.40","101.24","0.52%"
"May 13, 2013","101.83","101.84","102.14","101.49","0.22%"
"May 10, 2013","101.61","100.56","101.98","100.52","0.99%"
"May 09, 2013","100.61","98.99","100.79","98.62","1.63%"
"May 08, 2013","99.00","98.99","99.15","98.57","-0.02%"
"May 07, 2013","99.02","99.33","99.43","98.82","-0.32%"
"May 06, 2013","99.34","99.06","99.45","99.00","0.31%"
"May 03, 2013","99.03","97.91","99.26","97.87","1.08%"
"May 02, 2013","97.97","97.37","98.39","97.06","0.60%"
"May 01, 2013","97.39","97.42","97.67","97.03","-0.03%"
"Apr 30, 2013","97.42","97.76","98.12","97.01","-0.36%"
"Apr 29, 2013","97.77","98.03","98.20","97.33","-0.29%"
"Apr 26, 2013","98.05","99.23","99.41","97.54","-1.21%"
"Apr 25, 2013","99.25","99.47","99.56","98.95","-0.23%"
"Apr 24, 2013","99.48","99.47","99.76","99.18","0.01%"
"Apr 23, 2013","99.47","99.22","99.52","98.47","0.25%"
"Apr 22, 2013","99.22","99.75","99.88","99.02","-0.30%"
"Apr 19, 2013","99.52","98.14","99.68","98.08","1.38%"
"Apr 18, 2013","98.17","98.09","98.52","97.62","0.06%"
"Apr 17, 2013","98.11","97.53","98.43","97.19","0.58%"
"Apr 16, 2013","97.54","96.74","98.15","95.93","0.79%"
"Apr 15, 2013","96.78","97.78","98.70","96.34","-1.65%"
