Date,price,ma7,ma21,26ema,12ema,MACD,20sd,upper_band,lower_band,ema,momentum,log_momentum,libor,USDJPY,GBPUSD,FTSE100,NYSE,MS,JPM,Nikkei225
2010-09-24,147.279999,149.53857,146.68904628571426,148.02151054359985,148.73007109871904,0.7085605551191918,5.58779908793933,157.86464446159292,135.5134481098356,146.96870724346678,146.279999,4.985522586444976,0.26,84.21,1.5821,5598.48,7301.040039,25.15,39.75,9471.669922
2010-09-27,146.0,148.64857057142856,146.88857019047614,147.87176893096006,148.31006016045455,0.43829122949449584,5.333944751092005,157.55645969266016,136.22068068829213,146.32290241448894,145.0,4.976733742420574,0.26,84.27,1.5829,5573.42,7263.370117,24.870001000000002,39.080002,9603.139648
2010-09-28,145.009995,147.7957132857143,147.1390461428571,147.65978555767435,147.8023578280769,0.14257227040255316,4.757415412917971,156.65387696869303,137.62421531702117,145.44763080482963,144.009995,4.9698827068894795,0.26,83.94,1.58,5578.44,7310.319823999999,24.5,38.950001,9495.759766
2010-09-29,144.419998,146.72714242857143,147.50856966666663,147.419801169256,147.28199477760353,-0.1378063916524752,4.120179269159941,155.7489282049865,139.26821112834676,144.76254226827655,143.419998,4.965777374509372,0.26,83.77,1.5789,5569.27,7299.310059,24.48,38.41,9559.379883
2010-09-30,144.580002,145.75285785714286,147.87285580952377,147.20944557387756,146.86630358104915,-0.3431419928284072,3.7309253269288325,155.33470646338142,140.41100515566612,144.6408487560922,143.580002,4.966892385077854,0.26,83.51,1.5713,5548.62,7281.069823999999,24.68,38.060001,9369.349609
2010-10-01,147.699997,145.69999928571428,148.251903047619,147.24578273276532,146.99456410704158,-0.25121862572373743,3.157566403896176,154.56703585541135,141.93677023982667,146.68028091869738,146.699997,4.988389664699038,0.25,83.21,1.5817,5592.9,7335.910156,25.02,38.810001,9404.230469
2010-10-04,146.570007,145.93714257142855,148.5752367619047,147.1957252503999,146.9292476290352,-0.2664776213647144,3.178230523248845,154.9316978084024,142.21877571540702,146.60676497289913,145.570007,4.980657118663399,0.26,83.58,1.5823,5555.97,7272.529785,24.709999,38.950001,9381.05957
2010-10-05,149.570007,146.26428657142858,148.68380885714282,147.371598039865,147.33551830149133,-0.0360797383736724,3.0785829456808456,154.84097474850452,142.52664296578112,148.58225965763305,148.570007,5.001056274765098,0.26,83.17,1.5886,5635.76,7434.180176000001,25.469998999999998,39.639998999999996,9518.759766
2010-10-06,150.83999599999999,146.9557145714286,148.95190357142852,147.62851649827593,147.8746687166465,0.24615221837058243,3.092654776369962,155.13721312416845,142.76659401868858,150.087417219211,149.83999599999999,5.009568031440691,0.26,82.98,1.5894,5681.39,7448.330078,25.379998999999998,39.900002,9691.429688
2010-10-07,151.110001,147.827144,149.1219039523809,147.88640432371554,148.37241214485474,0.4860078211391965,3.127766735752174,155.37743742388525,142.86637048087655,150.76913973973703,150.110001,5.011368365333866,0.26,82.36,1.5878,5662.13,7425.009765999999,25.07,39.52,9684.80957
2010-10-08,152.66000400000001,149.0042877142857,149.2895232380952,148.24000440710589,149.03204166103092,0.7920372539250309,3.2161771902229743,155.72187761854116,142.85716885764924,152.0297159132457,151.66000400000001,5.021641199647575,0.26,81.9,1.5966,5657.61,7478.419922,25.32,39.310001,9588.879883
2010-10-12,155.21000700000002,151.16571700000003,149.41571419047617,149.02790553082045,150.3948944200281,1.3669888892076472,3.274995761510626,155.9657057134974,142.86572266745492,154.18775021258287,154.21000700000002,5.038315355262211,0.26,81.8,1.5808,5661.59,7489.620117,25.93,40.400002,9388.639648
2010-10-13,154.729996,152.33142971428575,149.52047595238093,149.45028270442305,151.06183312463915,1.6115504202161048,3.422693403949512,156.36586276027995,142.67508914448192,154.5492474041943,153.729996,5.035197790904863,0.26,81.72,1.5898,5747.35,7561.5,25.940001000000002,39.84,9403.509766
2010-10-14,151.58999599999999,152.61999957142856,149.47428538095235,149.60878002095174,151.14308895161776,1.5343089306660147,3.3974307439542915,156.26914686886093,142.67942389304378,152.5764131347314,150.58999599999999,5.014560885536539,0.26,81.59,1.601,5727.21,7546.589844,25.440001000000002,38.720001,9583.509766
2010-10-15,150.690002,152.59857185714287,149.4009523333333,149.6888705544695,151.07338326675347,1.3845127122839642,3.390659469998645,156.18227127333057,142.61963339333602,151.31880571157714,149.690002,5.00856650228809,0.26,81.47,1.5993,5703.37,7520.600098000001,25.02,37.150002,9500.25
2010-10-18,153.699997,152.9685712857143,149.53047619047615,149.98599108876977,151.47747768725293,1.4914865984831636,3.485259672998103,156.50099553647235,142.55995684447996,152.90626657052573,152.699997,5.028475192578221,0.26,81.18,1.59,5742.52,7571.100098000001,25.4,38.200001,9498.490234
2010-10-19,156.720001,153.54857085714283,149.76000033333332,150.4848067261272,152.28401973536788,1.799213009240674,3.8308532533975717,157.42170684012848,142.09829382653817,155.44875619017523,155.720001,5.048059529164037,0.26,81.46,1.5716,5703.89,7423.649901999999,25.389999,37.689999,9539.450195
2010-10-20,159.600006,154.60571499999998,150.1504770952381,151.16000678310695,153.40955608377283,2.249549300665876,4.401236662768512,158.95295042077512,141.34800376970108,158.21625606339174,158.600006,5.066385347031768,0.26,81.11,1.5847,5728.93,7523.810059,25.379998999999998,38.099998,9381.599609
2010-10-21,159.300003,155.19000014285712,150.6852388095238,151.762969557429,154.3157786862693,2.552809128840323,4.650696978168973,159.98663276586177,141.38384485318585,158.93875402113056,158.300003,5.064491985838324,0.26,81.27,1.5708,5757.86,7515.669922,24.6,37.700001,9376.480469
2010-10-22,157.759995,155.6228571428571,151.29714314285715,152.20719372676484,154.84565811915095,2.638464392386112,4.800565880504847,160.89827490386685,141.69601138184746,158.15291467371017,156.759995,5.054715941435538,0.26,81.36,1.5686,5741.37,7522.910156,24.52,37.700001,9426.709961
2010-10-25,157.389999,156.45142899999996,151.77857171428573,152.59110527848222,155.2370951777431,2.645989899260883,4.789595406878712,161.35776252804317,142.1993809005283,157.64430422457005,156.389999,5.052352881053854,0.26,80.81,1.5733,5751.98,7546.379883,24.379998999999998,37.07,9401.160156
2010-10-26,158.28999299999998,157.53714199999996,152.36380947619048,153.01324516060825,155.7067717657826,2.6935266051743554,4.678941491115182,161.72169245842085,143.00592649396012,158.07476340819002,157.28999299999998,5.058091190748767,0.26,81.42,1.5842,5707.3,7530.799805,24.190001000000002,37.200001,9377.379883
